渠道,库存编码,产品名称,品牌,分类,原始价格,原始币种,美元价格,人民币价格,重量(克),规格,是否有货,库存数量,成分,切工,劲道,口味,商品链接,原始ID,产品大类
ribenyan,,Colts 100% Natural 30g装,COLTS/,手卷,850.0,JPY,5.8621,39.78,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=66&goods_type=3&ftype=4,504,手卷丝
ribenyan,,Colts Clear Menthol 30g装,COLTS/,手卷,850.0,JPY,5.8621,39.78,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=66&goods_type=3&ftype=4,512,手卷丝
ribenyan,,Colts Cherry 30g装,COLTS/,手卷,850.0,JPY,5.8621,39.78,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=66&goods_type=3&ftype=4,507,手卷丝
ribenyan,,Colts Smooth Taste 30g装,COLTS/,手卷,850.0,JPY,5.8621,39.78,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=66&goods_type=3&ftype=4,598,手卷丝
ribenyan,,Dora Watermelon 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,690,手卷丝
ribenyan,,Dora Peach Cream 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,625,手卷丝
ribenyan,,Dora Walnut Cream 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,624,手卷丝
ribenyan,,Dora Ice 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,815,手卷丝
ribenyan,,Dora Creme Brulee 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,818,手卷丝
ribenyan,,Dora  Acai 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,816,手卷丝
ribenyan,,Dora Cherry 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,817,手卷丝
ribenyan,,Dora Yellow Virginia 30g装,DORA/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=86&goods_type=3&ftype=4,623,手卷丝
ribenyan,,Drum 50g装,DRUM/,手卷,1400.0,JPY,9.6552,65.52,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=73&goods_type=3&ftype=4,569,手卷丝
ribenyan,,Flandria Spanish Virginia 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,674,手卷丝
ribenyan,,Flandria Original 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,672,手卷丝
ribenyan,,Flandria Virginia 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,677,手卷丝
ribenyan,,Flandria Vanilla 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,678,手卷丝
ribenyan,,Flandria Gold 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,673,手卷丝
ribenyan,,Flandria Black 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,679,手卷丝
ribenyan,,Flandria Silver 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,675,手卷丝
ribenyan,,Flandria Natural 25g装,Flandria/佛朗德里亚,手卷,760.0,JPY,5.2414,35.568,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=93&goods_type=3&ftype=4,676,手卷丝
ribenyan,,金色混合/Golden Blend's Virginia 30g装,Golden Blend's/金色混合,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=81&goods_type=3&ftype=4,601,手卷丝
ribenyan,,金色混合/Golden Blend's Aromatic Shag 30g装,Golden Blend's/金色混合,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=81&goods_type=3&ftype=4,600,手卷丝
ribenyan,,Golden Virginia 50g装,Golden Virginia/金色佛吉尼亚,手卷,1400.0,JPY,9.6552,65.52,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=54&goods_type=3&ftype=4,443,手卷丝
ribenyan,,Harvest Shag Cherry 30g装,HARVEST/,手卷,830.0,JPY,5.7241,38.844,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=3&ftype=4,627,手卷丝
ribenyan,,Harvest Shag Vanilla 30g装,HARVEST/,手卷,830.0,JPY,5.7241,38.844,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=3&ftype=4,628,手卷丝
ribenyan,,Hi-Tabaco Virginia Gold 30g装,Hi-Tabaco/,手卷,1080.0,JPY,7.4483,50.544,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=61&goods_type=3&ftype=4,467,手卷丝
ribenyan,,Hi-Tabaco Non-Additive Premium 30g装,Hi-Tabaco/,手卷,1080.0,JPY,7.4483,50.544,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=61&goods_type=3&ftype=4,468,手卷丝
ribenyan,,Hi-Tabaco Dark Fire 30g装,Hi-Tabaco/,手卷,940.0,JPY,6.4828,43.992,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=61&goods_type=3&ftype=4,469,手卷丝
ribenyan,,JBR Vanilla 30g装,JBR/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=82&goods_type=3&ftype=4,607,手卷丝
ribenyan,,JBR Blueberry Mint 30g装,JBR/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=82&goods_type=3&ftype=4,608,手卷丝
ribenyan,,JBR Two Apple 30g装,JBR/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=82&goods_type=3&ftype=4,606,手卷丝
ribenyan,,JBR Grape 30g装,JBR/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=82&goods_type=3&ftype=4,605,手卷丝
ribenyan,,伐木工/Lumber Jack Original 25g装,Lumber Jack/伐木工,手卷,700.0,JPY,4.8276,32.76,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=59&goods_type=3&ftype=4,459,手卷丝
ribenyan,,伐木工/Lumber Jack Light 25g装,Lumber Jack/伐木工,手卷,700.0,JPY,4.8276,32.76,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=59&goods_type=3&ftype=4,458,手卷丝
ribenyan,,曼尼顿/Manitou Gold 80g罐装,Manitou/曼尼顿,手卷,2420.0,JPY,16.6897,113.256,0,80g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=72&goods_type=3&ftype=4,560,手卷丝
ribenyan,,曼尼顿/Manitou Gold 30g装,Manitou/曼尼顿,手卷,910.0,JPY,6.2759,42.588,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=72&goods_type=3&ftype=4,561,手卷丝
ribenyan,,曼尼顿/Manitou Organic 25g装,Manitou/曼尼顿,手卷,910.0,JPY,6.2759,42.588,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=72&goods_type=3&ftype=4,562,手卷丝
ribenyan,,Pepe Dark Green 30g装,PEPE/,手卷,840.0,JPY,5.7931,39.312,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,460,手卷丝
ribenyan,,Pepe Rich Green 30g装,PEPE/,手卷,840.0,JPY,5.7931,39.312,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,522,手卷丝
ribenyan,,Pepe Organic Shag 30g装,PEPE/,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,461,手卷丝
ribenyan,,Pepe Easy Green 30g装,PEPE/,手卷,840.0,JPY,5.7931,39.312,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,462,手卷丝
ribenyan,,Pepe Rich Green Shag 100g 罐装,PEPE/,手卷,2720.0,JPY,18.7586,127.296,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,982,手卷丝
ribenyan,,Pepe Dark Green Shag 100g 罐装,PEPE/,手卷,2720.0,JPY,18.7586,127.296,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,980,手卷丝
ribenyan,,Pepe Easy Green Shag 100g 罐装,PEPE/,手卷,2720.0,JPY,18.7586,127.296,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,983,手卷丝
ribenyan,,Pepe Organic Shag 100g 罐装,PEPE/,手卷,2720.0,JPY,18.7586,127.296,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=3&ftype=4,981,手卷丝
ribenyan,,Perfect Blend Fine Cut 40g装,Perfect Blend/完美混合,手卷,1410.0,JPY,9.7241,65.988,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=88&goods_type=3&ftype=4,629,手卷丝
ribenyan,,Pueblo Natural Shag 30g装,PUEBLO/普韦布洛,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,519,手卷丝
ribenyan,,Pueblo Natural Shag Blue 30g装,PUEBLO/普韦布洛,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,463,手卷丝
ribenyan,,Pueblo Natural Shag Orange 30g装,PUEBLO/普韦布洛,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,465,手卷丝
ribenyan,,Pueblo Natural Shag Pink 30g装,PUEBLO/普韦布洛,手卷,900.0,JPY,6.2069,42.12,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,464,手卷丝
ribenyan,,Pueblo Natural Shag 100g装,PUEBLO/普韦布洛,手卷,2900.0,JPY,20.0,135.72,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,976,手卷丝
ribenyan,,Pueblo Natural Shag Blue 100g装,PUEBLO/普韦布洛,手卷,2900.0,JPY,20.0,135.72,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=3&ftype=4,975,手卷丝
ribenyan,,R&W Gold 30g装,R&W/,手卷,1090.0,JPY,7.5172,51.012,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,584,手卷丝
ribenyan,,R&W Premium 30g装,R&W/,手卷,1090.0,JPY,7.5172,51.012,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,582,手卷丝
ribenyan,,R&W Classic 30g装,R&W/,手卷,1090.0,JPY,7.5172,51.012,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,583,手卷丝
ribenyan,,R&W Green 30g装,R&W/,手卷,1090.0,JPY,7.5172,51.012,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,581,手卷丝
ribenyan,,R&W Classic Shag 100g Paper Can,R&W/,手卷,3550.0,JPY,24.4828,166.14,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,926,手卷丝
ribenyan,,R&W Green 100g Paper Can,R&W/,手卷,3550.0,JPY,24.4828,166.14,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,924,手卷丝
ribenyan,,R&W Premium 100g Paper Can,R&W/,手卷,3550.0,JPY,24.4828,166.14,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=75&goods_type=3&ftype=4,925,手卷丝
ribenyan,,红牛/RED BULL Blueberry Mint 40g装,RED BULL/红牛,手卷,1200.0,JPY,8.2759,56.16,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=130&goods_type=3&ftype=4,986,手卷丝
ribenyan,,红牛/RED BULL Two Apple 40g装,RED BULL/红牛,手卷,1200.0,JPY,8.2759,56.16,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=130&goods_type=3&ftype=4,990,手卷丝
ribenyan,,红牛/RED BULL Halfzware Shag 40g装,RED BULL/红牛,手卷,1200.0,JPY,8.2759,56.16,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=130&goods_type=3&ftype=4,989,手卷丝
ribenyan,,红牛/RED BULL Blond Shag 40g装,RED BULL/红牛,手卷,1200.0,JPY,8.2759,56.16,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=130&goods_type=3&ftype=4,987,手卷丝
ribenyan,,红牛/RED BULL Zware Shag 40g装,RED BULL/红牛,手卷,1200.0,JPY,8.2759,56.16,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=130&goods_type=3&ftype=4,988,手卷丝
ribenyan,,红场/Red Field Honey 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,456,手卷丝
ribenyan,,红场/Red Field Plum 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,452,手卷丝
ribenyan,,红场/Red Field Natural 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,457,手卷丝
ribenyan,,红场/Red Field Maple 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,451,手卷丝
ribenyan,,红场/Red Field Vanilla Caramel 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,453,手卷丝
ribenyan,,红场/Red Field Virginia 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,454,手卷丝
ribenyan,,红场/Red Field Arctic Menthol 20g装,RED FiELD/红场,手卷,560.0,JPY,3.8621,26.208,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=58&goods_type=3&ftype=4,455,手卷丝
ribenyan,,Spade New York Blend 20g装,SPADE/,手卷,500.0,JPY,3.4483,23.4,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=63&goods_type=3&ftype=4,487,手卷丝
ribenyan,,Spade Air Blend 20g装,SPADE/,手卷,500.0,JPY,3.4483,23.4,0,20g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=63&goods_type=3&ftype=4,488,手卷丝
ribenyan,,Stanley Double Chocolate 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,617,手卷丝
ribenyan,,Stanley Double Coffee 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,616,手卷丝
ribenyan,,Stanley Double Apple 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,613,手卷丝
ribenyan,,Stanley Double Vanilla 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,618,手卷丝
ribenyan,,Stanley Double Orange 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,614,手卷丝
ribenyan,,Stanley Double Raspberry 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,620,手卷丝
ribenyan,,Stanley Double Cassis 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,615,手卷丝
ribenyan,,Stanley Vanilla 100g 罐装,STANLEY/斯坦利,手卷,2800.0,JPY,19.3103,131.04,0,100g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,974,手卷丝
ribenyan,,Stanley Double Ice Mint 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,612,手卷丝
ribenyan,,Stanley Hazelnut 30g装,STANLEY/斯坦利,手卷,830.0,JPY,5.7241,38.844,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,492,手卷丝
ribenyan,,Stanley Double Hazelnut 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,619,手卷丝
ribenyan,,Stanley Liquorice 30g装,STANLEY/斯坦利,手卷,830.0,JPY,5.7241,38.844,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,490,手卷丝
ribenyan,,Stanley Double Earl Grey Tea 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,611,手卷丝
ribenyan,,Stanley Double Licorice 25g装,STANLEY/斯坦利,手卷,720.0,JPY,4.9655,33.696,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=64&goods_type=3&ftype=4,493,手卷丝
ribenyan,,三只狗/Three Dogs Cigar Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,382,手卷丝
ribenyan,,三只狗/Three Dogs Latakia Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,588,手卷丝
ribenyan,,三只狗/Three Dogs Cavendish Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,440,手卷丝
ribenyan,,三只狗/Three Dogs Madagascar Vanilla 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,589,手卷丝
ribenyan,,三只狗/Three Dogs Kretek Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,434,手卷丝
ribenyan,,三只狗/Three Dogs Perique Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,590,手卷丝
ribenyan,,三只狗/Three Dogs Turkish Blend 30g装,Three Dogs/三只狗,手卷,1000.0,JPY,6.8966,46.8,0,30g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=77&goods_type=3&ftype=4,591,手卷丝
ribenyan,,TP-77 American Blend 150g装,TP-77/,手卷,3990.0,JPY,27.5172,186.732,0,150g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=129&goods_type=3&ftype=4,979,手卷丝
ribenyan,,TP-77 Virginia Blend 150g装,TP-77/,手卷,3990.0,JPY,27.5172,186.732,0,150g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=129&goods_type=3&ftype=4,977,手卷丝
ribenyan,,TP-77 Menthol 150g装,TP-77/,手卷,3990.0,JPY,27.5172,186.732,0,150g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=129&goods_type=3&ftype=4,978,手卷丝
ribenyan,,TP-77 Omega Menthol 150g装,TP-77/,手卷,3990.0,JPY,27.5172,186.732,0,150g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=129&goods_type=3&ftype=4,985,手卷丝
ribenyan,,Wild Bison 35g装,Wild Bison/,手卷,1000.0,JPY,6.8966,46.8,0,35g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=96&goods_type=3&ftype=4,687,手卷丝
ribenyan,,Wild Bison 150g装,Wild Bison/,手卷,4200.0,JPY,28.9655,196.56,0,150g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=96&goods_type=3&ftype=4,688,手卷丝
ribenyan,,ZIG-ZAG Golden Shag 25g装,ZIG-ZAG/,手卷,680.0,JPY,4.6897,31.824,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=65&goods_type=3&ftype=4,503,手卷丝
ribenyan,,ZIG-ZAG Mint Shag 25g装,ZIG-ZAG/,手卷,680.0,JPY,4.6897,31.824,0,25g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=65&goods_type=3&ftype=4,502,手卷丝
ribenyan,,Seven Seas Regular Blend 40g装,7seas/Seven Seas,烟斗丝,1250.0,JPY,8.6207,58.5,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=55&goods_type=4&ftype=5,445,烟斗丝
ribenyan,,Seven Seas Cherry 40g装,7seas/Seven Seas,烟斗丝,1250.0,JPY,8.6207,58.5,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=55&goods_type=4&ftype=5,446,烟斗丝
ribenyan,,Seven Seas Royal Blend 40g装,7seas/Seven Seas,烟斗丝,1250.0,JPY,8.6207,58.5,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=55&goods_type=4&ftype=5,444,烟斗丝
ribenyan,,Seven Seas Gold Blend 40g装,7seas/Seven Seas,烟斗丝,1250.0,JPY,8.6207,58.5,0,40g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=55&goods_type=4&ftype=5,447,烟斗丝
ribenyan,,Amphora Full Aromatek 50g装,AMPHORA/,烟斗丝,1490.0,JPY,10.2759,69.732,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=68&goods_type=4&ftype=5,526,烟斗丝
ribenyan,,Amphora Black Cavendish 50g装,AMPHORA/,烟斗丝,1490.0,JPY,10.2759,69.732,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=68&goods_type=4&ftype=5,527,烟斗丝
ribenyan,,Amphora Rich Aroma 50g装,AMPHORA/,烟斗丝,1490.0,JPY,10.2759,69.732,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=68&goods_type=4&ftype=5,525,烟斗丝
ribenyan,,Amphora English Blend 50g装,AMPHORA/,烟斗丝,1490.0,JPY,10.2759,69.732,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=68&goods_type=4&ftype=5,528,烟斗丝
ribenyan,,老船长/Ark Royal Full Aroma Pipe 50g装,Ark Royal/老船长,烟斗丝,1470.0,JPY,10.1379,68.796,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=46&goods_type=4&ftype=5,552,烟斗丝
ribenyan,,Bi Bo Pipe Tobacco 50g装,Bi Bo/,烟斗丝,2950.0,JPY,20.3448,138.06,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=92&goods_type=4&ftype=5,971,烟斗丝
ribenyan,,Bi Bo Pipe Tobacco Other Brother 50g装,Bi Bo/,烟斗丝,3000.0,JPY,20.6897,140.4,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=92&goods_type=4&ftype=5,1012,烟斗丝
ribenyan,,Blue Note 50g装,Blue Note/蓝色音符,烟斗丝,2950.0,JPY,20.3448,138.06,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=71&goods_type=4&ftype=5,559,烟斗丝
ribenyan,,BORKUM RIFF Vanilla 50g装,BORKUM RIFF/,烟斗丝,1590.0,JPY,10.9655,74.412,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=94&goods_type=4&ftype=5,684,烟斗丝
ribenyan,,BORKUM RIFF Cherry Cavendish 50g装,BORKUM RIFF/,烟斗丝,1590.0,JPY,10.9655,74.412,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=94&goods_type=4&ftype=5,683,烟斗丝
ribenyan,,BORKUM RIFF 50g装,BORKUM RIFF/,烟斗丝,1590.0,JPY,10.9655,74.412,0,50g,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=94&goods_type=4&ftype=5,681,烟斗丝
